state_abb,low_wage_threshold,low_wage_share,low_wage_count,state_mw,dates,obs_count
MS,25,0.7162348869147093,479000,$7.25,January 2022 through December 2022,1267
MT,25,0.565961452622473,193000,$9.95,January 2022 through December 2022,1526
NC,25,0.5641457656369895,1282000,$7.25,January 2022 through December 2022,1596
ND,25,0.5342306816214771,145000,$7.25,January 2022 through December 2022,1644
NE,25,0.5535642759534055,375000,$10.50,January 2022 through December 2022,1293
NH,25,0.4317345143942603,214000,$7.25,January 2022 through December 2022,1318
NJ,25,0.4177570329604577,1032000,$14.13,January 2022 through December 2022,1519
NM,25,0.5704876662807649,294000,$12.00,January 2022 through December 2022,1307
NV,25,0.6077615803189732,489000,$10.50,January 2022 through December 2022,1059
NY,25,0.4284825592939329,1876000,$14.20,January 2022 through December 2022,2604
OH,25,0.5645062046299463,2000000,$10.10,January 2022 through December 2022,2144
OK,25,0.6715229240736084,683000,$7.25,January 2022 through December 2022,1120
OR,25,0.4311630329103614,589000,$13.50,January 2022 through December 2022,1597
PA,25,0.4936483998212057,1730000,$7.25,January 2022 through December 2022,2300
RI,25,0.44122915271768837,147000,$13.00,January 2022 through December 2022,767
SC,25,0.6185154157721382,712000,$7.25,January 2022 through December 2022,1103
SD,25,0.5805617170608643,168000,$10.80,January 2022 through December 2022,1100
TN,25,0.5911251650626097,1148000,$7.25,January 2022 through December 2022,1553
TX,25,0.5449797731712874,4617000,$7.25,January 2022 through December 2022,5088
UT,25,0.5178747698956695,560000,$7.25,January 2022 through December 2022,1704
VA,25,0.42805954786318673,973000,$12.00,January 2022 through December 2022,1472
VT,25,0.48790270368157973,85000,$13.18,January 2022 through December 2022,1031
WA,25,0.39862704362006696,949000,$15.74,January 2022 through December 2022,1737
WI,25,0.5254754069790352,1079000,$7.25,January 2022 through December 2022,1496
WV,25,0.6335790466705856,238000,$8.75,January 2022 through December 2022,1243
WY,25,0.5692051451567952,90000,$7.25,January 2022 through December 2022,1167
